Genus,species,Strain,FileName,Marine,Ome,Taxa,PennateCentric,PennateCentric_citekey,Rad1_um,Rad2_um,Rad3_um,Rad_ref,Rad_citekey,Flagella,Flagella_citekey,GenomeSize_mbp,GeneModels_count,Genome_ref,Genome_citekey,Database,AccessionInfo,LiveLink,Latitude,Longitude,LogLat_ref,LogLat_citekey,ColonySpecies,Colony_citekey,ColonyCitation_other,Notes
Pelagococcus,subviridis,CCMP1429,Prochlorococcus_marinus_marinus_CCMP1375-aa-gen,yes,Genome,Pelagophyte,,,1.5,1.5,1.5,https://ncma.bigelow.org/ccmp1429#.Xn1gT9NKhQI,[@re3data.orgBigelowNationalCenter2017],yes,[@royPhytoplanktonPigmentsCharacterization2011],1,21365,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Pelagococcus-subviridis-CCMP1429.pep.fa.gz,ftp://ftp.imicrobe.us/camera/combined_assemblies/,49.92,-145.12,https://ncma.bigelow.org/ccmp1429#.Xn1gT9NKhQI,[@re3data.orgBigelowNationalCenter2017],0,[@vaulotRoscoffCultureCollection2004],https://roscoff-culture-collection.org/rcc-strain-details/5641,
Porphyridium,purpureum,CCMP1328,Prochlorococcus_marinus_MIT9313-aa-gen,yes,Genome,Red,,,3.25,3.25,3.25,https://ncma.bigelow.org/ccmp1328#.Xn6y9tNKjjA,[@re3data.orgBigelowNationalCenter2017],no,[@bhattacharyaGenomeRedAlga2013],19.7,8355,,[@bhattacharyaGenomeRedAlga2013],RUTGERS,P. purpureum√ägenomic assembly (nucleotide),http://cyanophora.rutgers.edu/porphyridium/,41.53,-70.67,https://ncma.bigelow.org/ccmp1328#.Xn6y9tNKjjA,[@re3data.orgBigelowNationalCenter2017],0,[@markinaPorphyridiumPurpureumMicroalga2021],https://reader.elsevier.com/reader/sd/pii/S2214750021000925?token=7FE2B337283438111470F19E06D423D840041DC3672960484DF870B54D6FAE1FFBAC759BE576CAE46BABD03FA4473BAE&originRegion=us-east-1&originCreation=20211110100824,
Minidiscus,variabilis,CCMP495,Prochlorococcus_marinus_NATL2A-aa-gen,yes,Genome,Diatom,Centric,[@re3data.orgBigelowNationalCenter2017],1.75,1.75,6,https://ncma.bigelow.org/ccmp495#.XzimjZNKi3J,[@re3data.orgBigelowNationalCenter2017],no,[@nanjappaDiatomFlagellarGenes2017],76.19,25179,JGI,,JGI,"Minidiscus variabilis CCMP495 v1.0: Project: 1094205, Mintr2_GeneCatalog_proteins_20160618.aa.fasta.gz",https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Mintr2,43.00,-68.00,https://ncma.bigelow.org/ccmp495#.XzimjZNKi3J,[@re3data.orgBigelowNationalCenter2017],0,[@miklaszPhysicalConstraintsSize2012],https://www.proquest.com/docview/2462625926/abstract/4E7753534BFE45DBPQ/1,
Minidiscus,variabilis,CCMP495,Prochlorococcus_marinus_pastoris_CCMP1986-aa-gen,yes,Genome,Diatom,Centric,[@re3data.orgBigelowNationalCenter2017],1.75,1.75,6,https://ncma.bigelow.org/ccmp495#.XzimjZNKi3J,[@re3data.orgBigelowNationalCenter2017],no,[@nanjappaDiatomFlagellarGenes2017],1,0,JGI,,JGI,"Minidiscus variabilis CCMP495 v1.0: Project: 1094205, Mintr2_GeneCatalog_transcripts_20160618.nt.fasta.gz",https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Mintr2,43.00,-68.00,https://ncma.bigelow.org/ccmp495#.XzimjZNKi3J,[@re3data.orgBigelowNationalCenter2017],0,[@miklaszPhysicalConstraintsSize2012],https://www.proquest.com/docview/2462625926/abstract/4E7753534BFE45DBPQ/2,
Prochlorococcus,marinus,AS9601,Alexandrium_fundyense_CCMP1719-aa-trans,yes,Transcriptome,Prokaryote,,,0.35,0.35,0.55,,[@partenskyProchlorococcusMarinePhotosynthetic1999],no,[@aguilo-ferretjansPiliAllowDominant2021],1.67,1899,,[@kettlerPatternsImplicationsGene2007],NCBI,GCF_000015645.1,https://www.ncbi.nlm.nih.gov/nuccore/NC_008816.1,19.12,67.10,,[@partenskyProchlorococcusMarinePhotosynthetic1999],0,[@parkCharacterizationBacterialCommunity2021],https://doi.org/10.1007/s00338-021-02176-w,
Prochlorococcus,marinus marinus,CCMP1375,Amphidinium_carterae_CCMP1314-aa-trans,yes,Transcriptome,Prokaryote,,,0.35,0.35,0.55,,[@partenskyProchlorococcusMarinePhotosynthetic1999],no,[@aguilo-ferretjansPiliAllowDominant2021],1.75,1897,,[@dufresneGenomeSequenceCyanobacterium2003],NCBI,GCF_000007925.1,https://www.ncbi.nlm.nih.gov/assembly/GCF_000007925.1,30.00,-60.00,https://ncma.bigelow.org/ccmp1375#.Xzl5SZNKja0,[@re3data.orgBigelowNationalCenter2017],0,[@parkCharacterizationBacterialCommunity2021],https://doi.org/10.1007/s00338-021-02176-w,
Prochlorococcus,marinus,MIT9313,Aureoumbra_lagunensis_CCMP1510-aa-trans,yes,Transcriptome,Prokaryote,,,0.35,0.35,0.55,,[@partenskyProchlorococcusMarinePhotosynthetic1999],no,[@aguilo-ferretjansPiliAllowDominant2021],2.41,2457,,[@rocapGenomeDivergenceTwo2003],NCBI,GCF_000011485.1,https://www.ncbi.nlm.nih.gov/assembly/GCF_000011485.1,37.30,-68.14,,[@partenskyProchlorococcusMarinePhotosynthetic1999],0,[@parkCharacterizationBacterialCommunity2021],https://doi.org/10.1007/s00338-021-02176-w,
Prochlorococcus,marinus,NATL2A,Chaetoceros_affinis_CCMP159-aa-trans,yes,Transcriptome,Prokaryote,,,0.35,0.35,0.55,,[@partenskyProchlorococcusMarinePhotosynthetic1999],no,[@aguilo-ferretjansPiliAllowDominant2021],1.84,2010,,[@kettlerPatternsImplicationsGene2007],NCBI,GCF_000012465.1,https://www.ncbi.nlm.nih.gov/nuccore/NC_007335.2,38.59,40.33,,[@partenskyProchlorococcusMarinePhotosynthetic1999],0,[@parkCharacterizationBacterialCommunity2021],https://doi.org/10.1007/s00338-021-02176-w,
Prochlorococcus,marinus pastoris,CCMP1986,Chattonella_subsalsa_CCMP2191-aa-trans,yes,Transcriptome,Prokaryote,,,0.35,0.35,0.7,,[@re3data.orgBigelowNationalCenter2017],no,[@aguilo-ferretjansPiliAllowDominant2021],1.66,1908,,[@rocapGenomeDivergenceTwo2003],NCBI,GCF_000011465.1,https://www.ncbi.nlm.nih.gov/nuccore/NC_005072.1,35.00,20.00,https://ncma.bigelow.org/ccmp1986#.Xzl_XZNKja0,[@re3data.orgBigelowNationalCenter2017],0,[@parkCharacterizationBacterialCommunity2021],https://doi.org/10.1007/s00338-021-02176-w,
Alexandrium,fundyense,CCMP1719,Heterosigma_akashiwo_CCMP2393-aa-trans,yes,Transcriptome,Dinoflagellate,,,17.5,17.5,17.5,https://ncma.bigelow.org/ccmp1719#.XzrRSZNKj0s,[@re3data.orgBigelowNationalCenter2017],yes,[@royPhytoplanktonPigmentsCharacterization2011],1,11897,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Alexandrium-fundyense-CCMP1719.pep.fa,https://datacommons.cyverse.org/browse/iplant/home/shared/imicrobe/camera/camera_mmetsp_ncgr/combined_assemblies/Alexandrium-fundyense-CCMP1719,43.10,-70.78,https://ncma.bigelow.org/ccmp1719#.XzrRSZNKj0s,[@re3data.orgBigelowNationalCenter2017],0,[@guMorphologyPhylogenyToxicity2013],https://doi.org/10.1007/s00300-012-1273-5,
Amphidinium,carterae,CCMP1314,Heterosigma_akashiwo_CCMP452-aa-trans,yes,Transcriptome,Dinoflagellate,,,5.5,5.5,8,https://ncma.bigelow.org/ccmp1314#.Xzvu75NKi3I,[@re3data.orgBigelowNationalCenter2017],yes,[@royPhytoplanktonPigmentsCharacterization2011],1,42459,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Amphidinium-carterae-CCMP1314/,ftp://ftp.imicrobe.us/camera/combined_assemblies/Amphidinium-carterae-CCMP1314/,41.56,-70.58,https://ncma.bigelow.org/ccmp1314#.Xzvu75NKi3I,[@re3data.orgBigelowNationalCenter2017],0,[@limFeedingHarmfulPhototrophic2018],https://www.sciencedirect.com/science/article/pii/S1568988318300416,
Aureoumbra,lagunensis,CCMP1510,Isochrysis_galbana_CCMP1323-aa-trans,yes,Transcriptome,Pelagophyte,,,2.75,2.75,2.75,https://ncma.bigelow.org/ccmp1510#.Xzv2XJNKi3I,[@re3data.orgBigelowNationalCenter2017],yes,[@royPhytoplanktonPigmentsCharacterization2011],1,16737,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Aureoumbra-lagunensis-CCMP1510/,ftp://ftp.imicrobe.us/camera/combined_assemblies/Aureoumbra-lagunensis-CCMP1510/,27.47,-97.32,https://ncma.bigelow.org/ccmp1510#.Xzv2XJNKi3I,[@re3data.orgBigelowNationalCenter2017],0,[@sharmaDiurnalVariationTexas2000],https://doi.org/10.1080/10934520009377021,
Chaetoceros,affinis,CCMP159,Isochrysis_sp_CCMP1244-aa-trans,yes,Transcriptome,Diatom,Centric,[@re3data.orgBigelowNationalCenter2017],3.75,3.75,11,https://ncma.bigelow.org/ccmp159#.Xzv6wpNKh-U,[@re3data.orgBigelowNationalCenter2017],no,[@nanjappaDiatomFlagellarGenes2017],1,19072,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Chaetoceros-affinis-CCMP159/,ftp://ftp.imicrobe.us/camera/combined_assemblies/Chaetoceros-affinis-CCMP159/,29.42,-86.11,https://ncma.bigelow.org/ccmp159#.Xzv6wpNKh-U,[@re3data.orgBigelowNationalCenter2017],0,[@vaulotRoscoffCultureCollection2004],https://roscoff-culture-collection.org/rcc-strain-details/6347,
Chattonella,subsalsa,CCMP2191,Lingulodinium_polyedra_CCMP1738-aa-trans,yes,Transcriptome,Raphidophyte,,,10.75,10.75,21,https://ncma.bigelow.org/ccmp2191#.Xzv9JZNKi3I,[@re3data.orgBigelowNationalCenter2017],yes,,1,25803,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Chattonella-subsalsa-CCMP2191/,ftp://ftp.imicrobe.us/camera/combined_assemblies/Chattonella-subsalsa-CCMP2191/,38.59,-75.10,https://ncma.bigelow.org/ccmp2191#.Xzv9JZNKi3I,[@re3data.orgBigelowNationalCenter2017],0,[@vaulotRoscoffCultureCollection2004],https://roscoff-culture-collection.org/rcc-strain-details/6331,
Heterosigma,akashiwo,CCMP2393,Rhodomonas_sp_CCMP768-aa-trans,yes,Transcriptome,Raphidophyte,,,6.5,6.5,9,https://ncma.bigelow.org/ccmp2393#.XzwRw5NKi3I,[@re3data.orgBigelowNationalCenter2017],yes,[@harveyPersistentIntraSpecificVariation2015],1,40801,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Heterosigma-akashiwo-CCMP2393/,ftp://ftp.imicrobe.us/camera/combined_assemblies/Heterosigma-akashiwo-CCMP2393/,38.70,-75.11,https://ncma.bigelow.org/ccmp2393#.XzwRw5NKi3I,[@re3data.orgBigelowNationalCenter2017],0,[@dursunSpringBloomRaphidophycean2016a],http://www.egejfas.org/tr/pub/issue/24394/258596,
Heterosigma,akashiwo,CCMP452,Scrippsiella_trochoidea_CCMP3099-aa-trans,yes,Transcriptome,Raphidophyte,,,6,6,6.25,https://ncma.bigelow.org/ccmp452#.XzwT85NKi3I,[@re3data.orgBigelowNationalCenter2017],yes,[@harveyPersistentIntraSpecificVariation2015],1,27465,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Heterosigma-akashiwo-CCMP452/,ftp://ftp.imicrobe.us/camera/combined_assemblies/Heterosigma-akashiwo-CCMP452/,41.00,-73.00,https://ncma.bigelow.org/ccmp452#.XzwT85NKi3I,[@re3data.orgBigelowNationalCenter2017],0,[@dursunSpringBloomRaphidophycean2016a],http://www.egejfas.org/tr/pub/issue/24394/258597,
Isochrysis,galbana,CCMP1323,,,,Haptophyte,,,1.5,1.5,2.5,https://ncma.bigelow.org/ccmp1323#.XzwVfJNKi3I,[@re3data.orgBigelowNationalCenter2017],yes,[@wangEffectsShearStress2018],1,45931,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Isochrysis-galbana-CCMP1323/,ftp://ftp.imicrobe.us/camera/combined_assemblies/Isochrysis-galbana-CCMP1323/,54.09,-4.77,https://ncma.bigelow.org/ccmp1323#.XzwVfJNKi3I,[@re3data.orgBigelowNationalCenter2017],0,[@re3data.orgBigelowNationalCenter2017],https://ncma.bigelow.org/CCMP1323,
Isochrysis,sp.,CCMP1244,,,,Haptophyte,,,2,2,2,https://ncma.bigelow.org/ccmp1244#.XzwXP5NKi3I,[@re3data.orgBigelowNationalCenter2017],yes,,1,38449,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Isochrysis-sp-CCMP1244/,ftp://ftp.imicrobe.us/camera/combined_assemblies/Isochrysis-sp-CCMP1244/,38.31,-69.62,https://ncma.bigelow.org/ccmp1244#.XzwXP5NKi3I,[@re3data.orgBigelowNationalCenter2017],0,[@re3data.orgBigelowNationalCenter2017],https://ncma.bigelow.org/CCMP1324,
Lingulodinium,polyedra,CCMP1738,,,,Dinoflagellate,,,17.5,17.5,18.75,https://ncma.bigelow.org/ccmp1738#.Xzwcy5NKi3I,[@re3data.orgBigelowNationalCenter2017],yes,[@royPhytoplanktonPigmentsCharacterization2011],1,104588,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Lingulodinium-polyedra-CCMP1738/,ftp://ftp.imicrobe.us/camera/combined_assemblies/Lingulodinium-polyedra-CCMP1738/,27.80,-97.13,https://ncma.bigelow.org/ccmp1738#.Xzwcy5NKi3I,[@re3data.orgBigelowNationalCenter2017],0,[@vaulotRoscoffCultureCollection2004],https://roscoff-culture-collection.org/rcc-strain-details/6167,
Rhodomonas,sp.,CCMP768,,,,Cryptophyte,,,4.75,4.75,8.75,https://ncma.bigelow.org/ccmp768#.XzwwaZNKi3I,[@re3data.orgBigelowNationalCenter2017],yes,,1,31952,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Rhodomonas-sp-CCMP768/,ftp://ftp.imicrobe.us/camera/combined_assemblies/Rhodomonas-sp-CCMP768/,-39.00,176.00,https://ncma.bigelow.org/ccmp768#.XzwwaZNKi3I,[@re3data.orgBigelowNationalCenter2017],0,[@vaulotRoscoffCultureCollection2004],https://roscoff-culture-collection.org/rcc-strain-details/5322,
Scrippsiella,trochoidea,CCMP3099,,,,Dinoflagellate,,,12.5,12.5,16,https://ncma.bigelow.org/ccmp3099#.XzwyjJNKi3I,[@re3data.orgBigelowNationalCenter2017],yes,[@royPhytoplanktonPigmentsCharacterization2011],1,113860,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Scrippsiella-trochoidea-CCMP3099/,ftp://ftp.imicrobe.us/camera/combined_assemblies/Scrippsiella-trochoidea-CCMP3099/,27.31,-82.60,https://ncma.bigelow.org/ccmp3099#.XzwyjJNKi3I,[@re3data.orgBigelowNationalCenter2017],0,[@ibaISOLATIONGROWTHDINOFLAGELLATE2014],http://ejournal-balitbang.kkp.go.id/index.php/iaj/article/view/422,
Cyanobium,sp.,NIES-981,Cyanobium_sp_NIES-981-aa-gen,yes,Genome,Prokaryote,,,0.38,0.38,0.65,,[@kawachiMicrobialCultureCollection2021],no,[@kawachiMicrobialCultureCollection2021],3.02,2883,,[@yamaguchiCompleteGenomeSequence2016],NCBI,"GCA_900088535.1 ASM90008853v1 scaffolds: 1 contigs: 1 N50: 3,021,545 L50: 1",https://www.ncbi.nlm.nih.gov/genome/13678?genome_assembly_id=319205,,,,,0,[@albrechtIdentificationCyanobacteriaEutrophic2017],https://www.frontiersin.org/article/10.3389/fmicb.2017.00923,
Lotharella,globosa,CCCM811,Lotharella_globosa_CCCM811-aa-trans,yes,Transcriptome,Green,,,4.6,4.6,4.6,,[@hirakawaMorphologicalDiversityCulture2011],yes,[@hirakawaMorphologicalDiversityCulture2011],1,29293,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Lotharella-globosa-CCCM811.pep.fa,ftp://ftp.imicrobe.us/camera/combined_assemblies/,13.83,144.75,https://ncma.bigelow.org/CCMP1729,[@re3data.orgBigelowNationalCenter2017],0,[@otaPartenskyellaGlossopodiaGen2009],https://www.sciencedirect.com/science/article/pii/S1434461008000643,CCCM811 is also known as CCMP2314 or CCMP1729
Prochlorococcus,sp.,MIT0601,Prochlorococcus_sp._MIT0601-aa-gen,yes,Genome,Prokaryote,,,0.35,0.35,0.55,,[@partenskyProchlorococcusMarinePhotosynthetic1999],no,[@aguilo-ferretjansPiliAllowDominant2021],1.71,1854,,[@billerGenomesDiverseIsolates2014],NCBI,GCA_000760175.1,https://www.ncbi.nlm.nih.gov/genome/13712?genome_assembly_id=210094,22.75,-158.00,,[@billerGenomesDiverseIsolates2014],0,[@parkCharacterizationBacterialCommunity2021],https://doi.org/10.1007/s00338-021-02176-w,
Prochlorococcus,marinus,GP2,Prochlorococcus_marinus_GP2-aa-gen,yes,Genome,Prokaryote,,,0.35,0.35,0.55,,[@partenskyProchlorococcusMarinePhotosynthetic1999],no,[@aguilo-ferretjansPiliAllowDominant2021],1.62,1845,,[@billerGenomesDiverseIsolates2014],NCBI,"GCA_000759885.1 ASM75988v1 scaffolds: 11 contigs: 11 N50: 416,038 L50: 2",https://www.ncbi.nlm.nih.gov/genome/164?genome_assembly_id=209980,8.00,136.00,,[@shimadaSeasonalAppearanceProchlorococcus1995],0,[@parkCharacterizationBacterialCommunity2021],https://doi.org/10.1007/s00338-021-02176-w,
Prochlorococcus,sp.,MIT0604,Prochlorococcus_sp._MIT0604-aa-gen,yes,Genome,Prokaryote,,,0.35,0.35,0.55,,[@partenskyProchlorococcusMarinePhotosynthetic1999],no,[@aguilo-ferretjansPiliAllowDominant2021],1.78,2040,,[@billerGenomesDiverseIsolates2014],NCBI,"GCA_000757845.1 ASM75784v1 scaffolds: 1 contigs: 1 N50: 1,780,061 L50: 1",https://www.ncbi.nlm.nih.gov/genome/13712?genome_assembly_id=209903,22.75,-158.00,,[@urbachRapidDiversificationMarine1998],0,[@parkCharacterizationBacterialCommunity2021],https://doi.org/10.1007/s00338-021-02176-w,
Prochlorococcus,sp.,MIT0801,Prochlorococcus_sp._MIT0801-aa-gen,yes,Genome,Prokaryote,,,0.35,0.35,0.55,,[@partenskyProchlorococcusMarinePhotosynthetic1999],no,[@aguilo-ferretjansPiliAllowDominant2021],1.93,2171,,[@billerGenomesDiverseIsolates2014],NCBI,"GCA_000757865.1 ASM75786v1 scaffolds: 1 contigs: 1 N50: 1,929,203 L50: 1",https://www.ncbi.nlm.nih.gov/genome/13712?genome_assembly_id=209904,31.67,-64.17,,[@billerGenomesDiverseIsolates2014],0,[@parkCharacterizationBacterialCommunity2021],https://doi.org/10.1007/s00338-021-02176-w,
Prochlorococcus,sp.,MIT0602,Prochlorococcus_sp._MIT0602-aa-gen,yes,Genome,Prokaryote,,,0.35,0.35,0.55,,[@partenskyProchlorococcusMarinePhotosynthetic1999],no,[@aguilo-ferretjansPiliAllowDominant2021],1.751,1897,,[@billerGenomesDiverseIsolates2014],NCBI,"GCA_000760195.1 ASM76019v1 scaffolds: 9 contigs: 9 N50: 511,704 L50: 2",https://www.ncbi.nlm.nih.gov/genome/13712?genome_assembly_id=210095,22.75,-158.00,,[@billerGenomesDiverseIsolates2014],0,[@parkCharacterizationBacterialCommunity2021],https://doi.org/10.1007/s00338-021-02176-w,
Prochlorococcus,sp.,MIT0603,Prochlorococcus_sp._MIT0603-aa-gen,yes,Genome,Prokaryote,,,0.35,0.35,0.55,,[@partenskyProchlorococcusMarinePhotosynthetic1999],no,[@aguilo-ferretjansPiliAllowDominant2021],1.752,1896,,[@billerGenomesDiverseIsolates2014],NCBI,"GCA_000760215.1 ASM76021v1 scaffolds: 7 contigs: 7 N50: 434,668 L50: 2",https://www.ncbi.nlm.nih.gov/genome/13712?genome_assembly_id=210096,22.75,-158.00,,[@billerGenomesDiverseIsolates2014],0,[@parkCharacterizationBacterialCommunity2021],https://doi.org/10.1007/s00338-021-02176-w,
Prochlorococcus,sp.,SS52,Prochlorococcus_sp._SS52-aa-gen,yes,Genome,Prokaryote,,,0.35,0.35,0.55,,[@partenskyProchlorococcusMarinePhotosynthetic1999],no,[@aguilo-ferretjansPiliAllowDominant2021],1.754,1919,,[@billerGenomesDiverseIsolates2014],NCBI,"GCA_000760375.1 ASM76037v1 scaffolds: 22 contigs: 22 N50: 124,224 L50: 5",https://www.ncbi.nlm.nih.gov/genome/13712?genome_assembly_id=210100,28.98,-64.35,,[@rocapResolutionProchlorococcusSynechococcus2002],0,[@parkCharacterizationBacterialCommunity2021],https://doi.org/10.1007/s00338-021-02176-w,
Prochlorococcus,sp.,MIT0701,Prochlorococcus_sp._MIT0701-aa-gen,yes,Genome,Prokaryote,,,0.35,0.35,0.55,,[@partenskyProchlorococcusMarinePhotosynthetic1999],no,[@aguilo-ferretjansPiliAllowDominant2021],2.593,2591,,[@billerGenomesDiverseIsolates2014],NCBI,"GCA_000760295.1 ASM76029v1 scaffolds: 53 contigs: 53 N50: 84,463 L50: 9",https://www.ncbi.nlm.nih.gov/genome/13712?genome_assembly_id=210097,-13.45,-0.04,,[@billerGenomesDiverseIsolates2014],0,[@parkCharacterizationBacterialCommunity2021],https://doi.org/10.1007/s00338-021-02176-w,
Prochlorococcus,sp.,MIT0702,Prochlorococcus_sp._MIT0702-aa-gen,yes,Genome,Prokaryote,,,0.35,0.35,0.55,,[@partenskyProchlorococcusMarinePhotosynthetic1999],no,[@aguilo-ferretjansPiliAllowDominant2021],2.583,5288,,[@billerGenomesDiverseIsolates2014],NCBI,"GCA_000760315.1 ASM76031v1 scaffolds: 61 contigs: 61 N50: 76,101 L50: 10",https://www.ncbi.nlm.nih.gov/genome/13712?genome_assembly_id=210098,-13.45,-0.04,,[@billerGenomesDiverseIsolates2014],0,[@parkCharacterizationBacterialCommunity2021],https://doi.org/10.1007/s00338-021-02176-w,
Prochlorococcus,sp.,MIT0703,Prochlorococcus_sp._MIT0703-aa-gen,yes,Genome,Prokaryote,,,0.35,0.35,0.55,,[@partenskyProchlorococcusMarinePhotosynthetic1999],no,[@aguilo-ferretjansPiliAllowDominant2021],2.575,2591,,[@billerGenomesDiverseIsolates2014],NCBI,"GCA_000760335.1 ASM76033v1 scaffolds: 61 contigs: 61 N50: 81,186 L50: 10",https://www.ncbi.nlm.nih.gov/genome/13712?genome_assembly_id=210099,-13.45,-0.04,,[@billerGenomesDiverseIsolates2014],0,[@parkCharacterizationBacterialCommunity2021],https://doi.org/10.1007/s00338-021-02176-w,
Prochlorococcus,marinus,SB,Prochlorococcus_marinus_SB-aa-gen,yes,Genome,Prokaryote,,,0.35,0.35,0.55,,[@partenskyProchlorococcusMarinePhotosynthetic1999],no,[@aguilo-ferretjansPiliAllowDominant2021],1.67,1874,,[@billerGenomesDiverseIsolates2014],NCBI,"GCA_000760115.1 ASM76011v1 scaffolds: 4 contigs: 4 N50: 1,237,529 L50: 1",https://www.ncbi.nlm.nih.gov/genome/164?genome_assembly_id=209989,35.00,138.30,,[@shimadaSeasonalAppearanceProchlorococcus1995],0,[@parkCharacterizationBacterialCommunity2021],https://doi.org/10.1007/s00338-021-02176-w,
Prochlorococcus,marinus,SS35,Prochlorococcus_marinus_SS35-aa-gen,yes,Genome,Prokaryote,,,0.35,0.35,0.55,,[@partenskyProchlorococcusMarinePhotosynthetic1999],no,[@aguilo-ferretjansPiliAllowDominant2021],1.751,1895,,[@billerGenomesDiverseIsolates2014],NCBI,"GCA_000760275.1 ASM76027v1 scaffolds: 9 contigs: 9 N50: 446,270 L50: 2",https://www.ncbi.nlm.nih.gov/genome/164?genome_assembly_id=209993,28.98,-64.35,,[@rocapResolutionProchlorococcusSynechococcus2002],0,[@parkCharacterizationBacterialCommunity2021],https://doi.org/10.1007/s00338-021-02176-w,
Prochlorococcus,marinus,SS51,Prochlorococcus_marinus_SS51-aa-gen,yes,Genome,Prokaryote,,,0.35,0.35,0.55,,[@partenskyProchlorococcusMarinePhotosynthetic1999],no,[@aguilo-ferretjansPiliAllowDominant2021],1.747,1908,,[@billerGenomesDiverseIsolates2014],NCBI,"GCA_000760355.1 ASM76035v1 scaffolds: 12 contigs: 12 N50: 232,789 L50: 3",https://www.ncbi.nlm.nih.gov/genome/164?genome_assembly_id=209994,28.98,-64.35,,[@rocapResolutionProchlorococcusSynechococcus2002],0,[@parkCharacterizationBacterialCommunity2021],https://doi.org/10.1007/s00338-021-02176-w,
Prochlorococcus,marinus,SS2,Prochlorococcus_marinus_SS2-aa-gen,yes,Genome,Prokaryote,,,0.35,0.35,0.55,,[@partenskyProchlorococcusMarinePhotosynthetic1999],no,[@aguilo-ferretjansPiliAllowDominant2021],1.753,1903,,[@billerGenomesDiverseIsolates2014],NCBI,"GCA_000760255.1 ASM76025v1 scaffolds: 19 contigs: 19 N50: 187,268 L50: 3",https://www.ncbi.nlm.nih.gov/genome/164?genome_assembly_id=209992,28.98,-64.35,,[@rocapResolutionProchlorococcusSynechococcus2002],0,[@parkCharacterizationBacterialCommunity2021],https://doi.org/10.1007/s00338-021-02176-w,
Prochlorococcus,marinus,MIT9314,Prochlorococcus_marinus_MIT9314-aa-gen,yes,Genome,Prokaryote,,,0.35,0.35,0.55,,[@partenskyProchlorococcusMarinePhotosynthetic1999],no,[@aguilo-ferretjansPiliAllowDominant2021],1.691,1937,,[@billerGenomesDiverseIsolates2014],NCBI,"GCA_000760035.1 ASM76003v1 scaffolds: 16 contigs: 16 N50: 221,824 L50: 3",https://www.ncbi.nlm.nih.gov/genome/164?genome_assembly_id=209985,37.51,-64.24,,[@rocapResolutionProchlorococcusSynechococcus2002],0,[@parkCharacterizationBacterialCommunity2021],https://doi.org/10.1007/s00338-021-02176-w,
Prochlorococcus,marinus,MIT9321,Prochlorococcus_marinus_MIT9321-aa-gen,yes,Genome,Prokaryote,,,0.35,0.35,0.55,,[@partenskyProchlorococcusMarinePhotosynthetic1999],no,[@aguilo-ferretjansPiliAllowDominant2021],1.659,1903,,[@billerGenomesDiverseIsolates2014],NCBI,"GCA_000760055.1 ASM76005v1 scaffolds: 10 contigs: 10 N50: 259,210 L50: 3",https://www.ncbi.nlm.nih.gov/genome/164?genome_assembly_id=209986,1.00,-92.00,,[@rocapResolutionProchlorococcusSynechococcus2002],0,[@parkCharacterizationBacterialCommunity2021],https://doi.org/10.1007/s00338-021-02176-w,
Prochlorococcus,marinus,MIT9322,Prochlorococcus_marinus_MIT9322-aa-gen,yes,Genome,Prokaryote,,,0.35,0.35,0.55,,[@partenskyProchlorococcusMarinePhotosynthetic1999],no,[@aguilo-ferretjansPiliAllowDominant2021],1.658,1901,,[@billerGenomesDiverseIsolates2014],NCBI,"GCA_000760075.1 ASM76007v1 scaffolds: 11 contigs: 11 N50: 367,597 L50: 2",https://www.ncbi.nlm.nih.gov/genome/164?genome_assembly_id=209987,0.27,-93.00,,[@rocapResolutionProchlorococcusSynechococcus2002],0,[@parkCharacterizationBacterialCommunity2021],https://doi.org/10.1007/s00338-021-02176-w,
Prochlorococcus,marinus,MIT9401,Prochlorococcus_marinus_MIT9401-aa-gen,yes,Genome,Prokaryote,,,0.35,0.35,0.55,,[@partenskyProchlorococcusMarinePhotosynthetic1999],no,[@aguilo-ferretjansPiliAllowDominant2021],1.667,1919,,[@billerGenomesDiverseIsolates2014],NCBI,"GCA_000760095.1 ASM76009v1 scaffolds: 17 contigs: 17 N50: 110,519 L50: 4",https://www.ncbi.nlm.nih.gov/genome/164?genome_assembly_id=209988,35.50,-70.40,,[@rocapResolutionProchlorococcusSynechococcus2002],0,[@parkCharacterizationBacterialCommunity2021],https://doi.org/10.1007/s00338-021-02176-w,
